id,outcome1,outcome2,outcome3,numofdraw,jar
47421,0,0,2,2,1
47422,1,1,1,3,0
47423,1,2,2,1,1
47424,2,2,2,0,0
47425,0,2,2,1,0
47426,2,2,2,0,0
47427,2,2,2,0,1
47428,0,2,2,1,0
47429,0,1,1,3,1
47430,0,2,2,1,1
47431,1,1,0,3,1
47432,2,2,2,0,1
47433,2,2,2,0,1
47434,2,2,2,0,0
47435,0,1,2,2,1
47436,2,2,2,0,1
47437,1,2,2,1,0
47438,1,2,2,1,0
47439,1,1,1,3,0
47440,1,0,0,3,1
47441,0,1,2,2,1
47442,1,1,2,2,1
47443,0,2,2,1,1
47444,1,1,2,2,0
47445,0,2,2,1,1
47446,1,0,1,3,0
47447,2,2,2,0,1
47448,0,0,2,2,1
47449,1,2,2,1,1
47450,2,2,2,0,1
47451,2,2,2,0,0
47452,0,1,2,2,0
47453,1,0,0,3,1
47454,1,1,1,3,0
47455,1,0,1,3,0
47456,1,0,0,3,1
47457,0,2,2,1,0
47458,2,2,2,0,1
47459,2,2,2,0,0
47460,2,2,2,0,1
47461,2,2,2,0,0
47462,1,0,0,3,1
47463,0,0,0,3,0
47464,0,0,2,2,1
47465,1,2,2,1,1
47466,1,1,2,2,0
47467,0,2,2,1,1
47468,1,1,1,3,0
47469,0,2,2,1,1
47470,1,2,2,1,0
47471,0,2,2,1,0
47472,2,2,2,0,0
47473,0,2,2,1,1
47474,1,0,0,3,1
47475,0,0,0,3,1
47476,0,2,2,1,1
47477,1,1,2,2,0
47478,1,1,1,3,0
47479,2,2,2,0,0
47480,2,2,2,0,0
47481,1,1,2,2,0
47482,2,2,2,0,1
47483,1,0,2,2,1
47484,2,2,2,0,1
47485,1,1,1,3,0
47486,1,1,2,2,0
47487,0,0,2,2,1
47488,2,2,2,0,1
47489,1,1,2,2,0
47490,1,2,2,1,0
47491,1,2,2,1,0
47492,2,2,2,0,1
47493,1,0,2,2,1
47494,2,2,2,0,1
47495,2,2,2,0,0
47496,1,2,2,1,0
47497,0,0,2,2,1
47498,1,0,1,3,1
47499,0,2,2,1,1
47500,1,0,0,3,1
47501,1,2,2,1,0
47502,2,2,2,0,1
47503,1,2,2,1,1
47504,2,2,2,0,0
47505,2,2,2,0,0
47506,0,2,2,1,0
47507,0,0,2,2,1
47508,1,0,0,3,1
47509,1,1,0,3,1
47510,1,2,2,1,0
47511,0,2,2,1,0
47512,1,1,0,3,1
47513,2,2,2,0,0
47514,1,0,2,2,1
47515,0,1,1,3,1
47516,0,0,0,3,1
47517,0,2,2,1,0
47518,0,2,2,1,0
47519,1,0,2,2,1
47520,0,2,2,1,0
47521,1,1,0,3,0
47522,1,1,2,2,1
47523,0,0,0,3,1
47524,1,2,2,1,1
47525,2,2,2,0,1
47526,1,1,0,3,0
47527,0,0,2,2,0
47528,2,2,2,0,1
47529,0,0,1,3,1
47530,0,0,1,3,0
47531,2,2,2,0,1
47532,0,0,2,2,1
47533,1,0,0,3,1
47534,0,1,0,3,0
47535,1,2,2,1,1
47536,2,2,2,0,1
47537,1,0,1,3,1
47538,0,2,2,1,1
47539,0,0,2,2,1
47540,0,1,1,3,0
47541,1,2,2,1,1
47542,1,0,0,3,0
47543,1,1,2,2,1
47544,0,2,2,1,1
47545,2,2,2,0,1
47546,1,1,2,2,0
47547,2,2,2,0,0
47548,0,0,0,3,1
47549,1,1,1,3,0
47550,1,0,1,3,0
47551,0,0,1,3,0
47552,0,0,0,3,1
47553,2,2,2,0,1
47554,0,1,2,2,0
47555,0,0,2,2,1
47556,1,0,1,3,0
47557,2,2,2,0,1
47558,2,2,2,0,0
47559,1,0,2,2,1
47560,2,2,2,0,0
47561,1,0,1,3,1
47562,0,2,2,1,1
47563,2,2,2,0,1
47564,1,2,2,1,0
47565,1,2,2,1,1
47566,0,2,2,1,1
47567,1,2,2,1,0
47568,0,0,0,3,1
47569,1,2,2,1,0
47570,1,1,2,2,0
47571,1,1,2,2,0
47572,1,1,2,2,0
47573,0,2,2,1,1
47574,1,1,2,2,0
47575,0,0,0,3,1
47576,1,2,2,1,0
47577,0,2,2,1,1
47578,0,2,2,1,0
47579,0,2,2,1,0
47580,0,2,2,1,1
47581,2,2,2,0,0
47582,0,1,2,2,0
47583,0,1,2,2,1
47584,1,1,2,2,0
47585,1,0,1,3,0
47586,1,0,1,3,1
47587,2,2,2,0,1
47588,2,2,2,0,1
47589,1,1,0,3,1
47590,0,1,0,3,1
47591,0,2,2,1,1
47592,1,0,0,3,1
47593,0,2,2,1,1
47594,2,2,2,0,0
47595,0,0,2,2,1
47596,0,0,0,3,1
47597,1,2,2,1,1
47598,2,2,2,0,0
47599,0,0,2,2,1
47600,1,1,2,2,0
47601,2,2,2,0,1
47602,1,1,0,3,1
47603,0,1,2,2,1
47604,2,2,2,0,1
47605,2,2,2,0,0
47606,0,0,0,3,1
47607,1,1,1,3,0
47608,1,2,2,1,0
47609,2,2,2,0,1
47610,0,2,2,1,0
47611,0,2,2,1,0
47612,0,0,0,3,1
47613,0,1,2,2,0
47614,0,2,2,1,1
47615,0,2,2,1,1
47616,2,2,2,0,0
47617,0,0,2,2,1
47618,1,1,2,2,0
47619,0,2,2,1,1
47620,1,0,2,2,1
47621,2,2,2,0,1
47622,1,0,2,2,1
47623,1,0,2,2,1
47624,1,0,2,2,0
47625,0,2,2,1,0
47626,1,2,2,1,0
47627,1,2,2,1,1
47628,2,2,2,0,0
47629,2,2,2,0,1
47630,0,1,2,2,0
47631,1,0,1,3,0
47632,2,2,2,0,1
47633,1,2,2,1,0
47634,2,2,2,0,0
47635,0,1,2,2,1
47636,0,1,2,2,1
47637,2,2,2,0,0
47638,0,0,2,2,1
47639,0,1,1,3,0
47640,2,2,2,0,0
47641,1,0,1,3,1
47642,0,2,2,1,1
47643,2,2,2,0,1
47644,0,2,2,1,1
47645,1,1,0,3,1
47646,1,2,2,1,0
47647,0,1,1,3,0
47648,1,2,2,1,0
47649,2,2,2,0,1
47650,1,1,1,3,0
47651,2,2,2,0,0
47652,0,1,2,2,0
47653,2,2,2,0,0
47654,1,0,1,3,1
47655,1,1,1,3,0
47656,1,1,2,2,1
47657,1,0,0,3,0
47658,1,1,1,3,0
47659,2,2,2,0,0
47660,0,1,1,3,0
47661,1,1,2,2,0
47662,1,2,2,1,0
47663,1,0,2,2,0
47664,0,1,1,3,0
47665,2,2,2,0,1
47666,2,2,2,0,1
47667,0,2,2,1,0
47668,1,2,2,1,0
47669,2,2,2,0,1
47670,1,2,2,1,0
47671,0,2,2,1,0
47672,1,1,2,2,0
47673,1,2,2,1,0
47674,2,2,2,0,0
47675,1,2,2,1,0
47676,0,2,2,1,1
47677,1,0,2,2,0
47678,2,2,2,0,1
47679,0,0,0,3,1
47680,2,2,2,0,0
47681,0,0,2,2,1
47682,1,0,1,3,1
47683,1,0,0,3,1
47684,1,2,2,1,0
47685,0,1,2,2,0
47686,1,1,2,2,0
47687,0,2,2,1,0
47688,0,1,0,3,0
47689,1,2,2,1,0
47690,1,2,2,1,1
47691,1,0,0,3,1
47692,1,1,2,2,0
47693,1,1,2,2,0
47694,1,1,1,3,1
47695,0,2,2,1,1
47696,1,0,1,3,0
47697,1,2,2,1,1
47698,1,1,1,3,1
47699,0,0,2,2,1
47700,1,1,2,2,0
47701,1,2,2,1,0
47702,0,1,2,2,1
47703,2,2,2,0,1
47704,0,1,1,3,0
47705,0,0,2,2,1
47706,0,1,2,2,0
47707,0,1,1,3,0
47708,1,1,0,3,1
47709,1,2,2,1,0
47710,2,2,2,0,0
47711,0,2,2,1,1
47712,0,1,2,2,1
47713,2,2,2,0,1
47714,2,2,2,0,0
47715,1,1,1,3,0
47716,0,0,0,3,1
47717,1,2,2,1,1
47718,2,2,2,0,1
47719,2,2,2,0,1
47720,0,2,2,1,0
47721,2,2,2,0,0
47722,2,2,2,0,1
47723,1,1,2,2,0
47724,2,2,2,0,1
47725,0,0,1,3,1
47726,0,2,2,1,1
47727,1,2,2,1,0
47728,0,0,2,2,1
47729,2,2,2,0,1
47730,2,2,2,0,0
47731,0,1,0,3,1
47732,0,0,0,3,1
47733,1,0,1,3,0
47734,2,2,2,0,0
47735,2,2,2,0,1
47736,0,0,0,3,1
47737,1,2,2,1,1
47738,1,0,0,3,1
47739,2,2,2,0,0
47740,0,1,2,2,0
47741,0,0,1,3,1
47742,1,0,2,2,1
47743,0,1,1,3,0
47744,1,1,0,3,0
47745,0,0,2,2,1
47746,0,1,1,3,0
47747,2,2,2,0,0
47748,2,2,2,0,1
47749,2,2,2,0,1
47750,1,1,2,2,0
47751,2,2,2,0,1
47752,0,1,2,2,1
47753,0,0,2,2,1
47754,2,2,2,0,1
47755,2,2,2,0,1
47756,0,1,1,3,0
47757,0,0,2,2,0
47758,2,2,2,0,1
47759,1,1,1,3,0
47760,2,2,2,0,1
47761,2,2,2,0,0
47762,0,0,2,2,1
47763,2,2,2,0,0
47764,0,1,2,2,0
47765,1,0,0,3,1
47766,0,1,0,3,1
47767,0,2,2,1,1
47768,1,2,2,1,0
47769,1,2,2,1,0
47770,0,0,2,2,1
47771,1,1,0,3,0
47772,2,2,2,0,0
47773,0,0,1,3,1
47774,0,1,2,2,1
47775,2,2,2,0,1
47776,0,0,2,2,1
47777,2,2,2,0,0
47778,0,0,2,2,1
47779,0,0,1,3,0
47780,2,2,2,0,1
47781,1,0,1,3,0
47782,1,2,2,1,0
47783,0,0,0,3,1
47784,2,2,2,0,1
47785,1,2,2,1,0
47786,0,1,2,2,1
47787,1,1,1,3,0
47788,2,2,2,0,1
47789,2,2,2,0,0
47790,2,2,2,0,0
47791,2,2,2,0,1
47792,0,2,2,1,1
47793,2,2,2,0,0
47794,0,0,1,3,1
47795,1,1,0,3,1
47796,0,0,2,2,1
47797,1,2,2,1,0
47798,2,2,2,0,0
47799,1,2,2,1,0
47800,1,1,1,3,0
47801,0,0,0,3,1
47802,0,2,2,1,1
47803,0,2,2,1,1
47804,1,2,2,1,0
47805,1,1,0,3,1
47806,1,0,2,2,0
47807,2,2,2,0,0
47808,0,2,2,1,0
47809,0,1,2,2,0
47810,0,2,2,1,0
47811,2,2,2,0,1
47812,0,0,1,3,0
47813,1,2,2,1,0
47814,0,2,2,1,0
47815,0,1,2,2,0
47816,1,1,2,2,0
47817,2,2,2,0,1
47818,2,2,2,0,0
47819,0,2,2,1,1
47820,2,2,2,0,0
47821,2,2,2,0,0
47822,1,2,2,1,0
47823,2,2,2,0,1
47824,1,2,2,1,0
47825,1,0,0,3,1
47826,1,2,2,1,0
47827,0,1,1,3,0
47828,0,0,2,2,1
47829,1,2,2,1,0
47830,1,1,1,3,0
47831,0,2,2,1,1
47832,0,0,1,3,0
47833,0,2,2,1,1
47834,1,1,2,2,0
47835,0,2,2,1,1
47836,1,0,2,2,0
47837,1,2,2,1,0
47838,1,2,2,1,0
47839,2,2,2,0,1
47840,0,0,0,3,1
47841,1,2,2,1,1
47842,0,1,2,2,0
47843,1,0,0,3,0
47844,1,1,2,2,0
47845,0,2,2,1,1
47846,0,2,2,1,0
47847,0,1,2,2,1
47848,1,2,2,1,0
47849,0,0,0,3,1
47850,2,2,2,0,0
47851,0,2,2,1,1
47852,1,2,2,1,0
47853,1,0,1,3,0
47854,1,1,1,3,0
47855,0,1,2,2,0
47856,2,2,2,0,1
47857,0,2,2,1,1
47858,1,1,1,3,0
47859,2,2,2,0,0
47860,0,2,2,1,1
47861,0,1,0,3,0
47862,0,2,2,1,0
47863,2,2,2,0,0
47864,2,2,2,0,1
47865,1,1,2,2,0
47866,0,2,2,1,0
47867,0,0,1,3,1
47868,2,2,2,0,1
47869,2,2,2,0,0
47870,2,2,2,0,1
47871,0,0,2,2,1
47872,2,2,2,0,0
47873,1,1,2,2,1
47874,0,2,2,1,1
47875,0,1,2,2,0
47876,2,2,2,0,1
47877,1,1,2,2,0
47878,0,2,2,1,1
47879,2,2,2,0,1
47880,2,2,2,0,1
47881,0,0,2,2,1
47882,1,0,1,3,1
47883,0,0,0,3,1
47884,0,1,2,2,1
47885,1,0,2,2,0
47886,0,2,2,1,1
47887,1,2,2,1,0
47888,1,1,2,2,0
47889,1,1,1,3,0
47890,2,2,2,0,0
47891,0,0,0,3,1
47892,0,2,2,1,1
47893,2,2,2,0,0
47894,1,2,2,1,0
47895,1,0,2,2,0
47896,1,2,2,1,0
47897,0,1,0,3,0
47898,2,2,2,0,1
47899,2,2,2,0,1
47900,0,1,2,2,0
47901,0,2,2,1,0
47902,0,2,2,1,1
47903,1,1,2,2,0
47904,1,0,2,2,1
47905,0,0,2,2,1
47906,1,0,0,3,1
47907,1,2,2,1,1
47908,2,2,2,0,1
47909,1,1,1,3,0
47910,1,1,2,2,1
47911,1,1,1,3,0
47912,1,0,2,2,1
47913,1,1,1,3,0
47914,1,0,2,2,1
47915,1,2,2,1,1
47916,0,2,2,1,1
47917,0,2,2,1,0
47918,0,0,0,3,0
47919,2,2,2,0,0
47920,0,1,2,2,0
47921,0,1,2,2,0
47922,0,1,2,2,1
47923,2,2,2,0,0
47924,1,1,0,3,0
47925,0,2,2,1,1
47926,1,0,1,3,0
47927,0,2,2,1,0
47928,2,2,2,0,0
47929,1,0,2,2,0
47930,1,0,1,3,0
47931,1,2,2,1,0
47932,2,2,2,0,0
47933,1,2,2,1,0
47934,2,2,2,0,0
47935,2,2,2,0,1
47936,0,1,2,2,0
47937,1,1,2,2,0
47938,0,2,2,1,1
47939,1,1,2,2,0
47940,1,1,2,2,0
47941,2,2,2,0,0
47942,0,1,0,3,1
47943,1,2,2,1,0
47944,0,1,1,3,1
47945,1,0,2,2,0
47946,0,0,0,3,1
47947,0,2,2,1,1
47948,0,2,2,1,1
47949,2,2,2,0,0
47950,2,2,2,0,0
47951,0,2,2,1,1
47952,1,1,2,2,0
47953,0,0,2,2,1
47954,0,2,2,1,1
47955,0,2,2,1,1
47956,0,1,1,3,0
47957,1,0,2,2,1
47958,0,2,2,1,1
47959,0,0,0,3,1
47960,2,2,2,0,0
47961,1,0,2,2,0
47962,0,0,1,3,1
47963,1,1,1,3,0
47964,1,0,0,3,1
47965,0,0,2,2,1
47966,1,0,2,2,1
47967,1,0,2,2,1
47968,0,0,2,2,1
47969,2,2,2,0,0
47970,1,2,2,1,0
47971,2,2,2,0,1
47972,1,2,2,1,1
47973,1,2,2,1,0
47974,1,2,2,1,1
47975,0,0,0,3,1
47976,1,0,1,3,0
47977,1,2,2,1,0
47978,2,2,2,0,0
47979,2,2,2,0,1
47980,1,1,0,3,0
47981,0,2,2,1,1
47982,1,0,2,2,0
47983,0,1,2,2,0
47984,2,2,2,0,1
47985,0,1,1,3,0
47986,2,2,2,0,1
47987,0,1,2,2,1
47988,0,1,0,3,1
47989,1,0,0,3,0
47990,0,1,2,2,1
47991,1,1,2,2,0
47992,2,2,2,0,1
47993,0,0,1,3,0
47994,0,1,2,2,1
47995,1,0,2,2,1
47996,2,2,2,0,0
47997,1,1,1,3,0
47998,2,2,2,0,1
47999,0,2,2,1,1
48000,1,0,1,3,1
48001,0,2,2,1,0
48002,1,1,2,2,1
48003,0,1,0,3,1
48004,0,0,1,3,0
48005,1,2,2,1,0
48006,1,0,1,3,0
48007,1,2,2,1,0
48008,1,0,2,2,0
48009,1,2,2,1,0
48010,2,2,2,0,1
48011,0,2,2,1,1
48012,1,1,2,2,0
48013,1,0,2,2,0
48014,0,1,0,3,1
48015,1,2,2,1,0
48016,1,1,2,2,0
48017,0,0,1,3,1
48018,2,2,2,0,0
48019,0,2,2,1,1
48020,1,0,2,2,0
48021,0,0,2,2,1
48022,2,2,2,0,1
48023,0,2,2,1,1
48024,0,1,2,2,1
48025,0,1,1,3,1
48026,0,2,2,1,0
48027,1,1,2,2,0
48028,2,2,2,0,0
48029,0,0,2,2,0
48030,0,1,2,2,0
48031,0,1,1,3,0
48032,2,2,2,0,0
48033,1,0,2,2,1
48034,1,0,0,3,1
48035,0,1,0,3,0
48036,0,0,1,3,0
48037,1,2,2,1,1
48038,0,0,0,3,0
48039,2,2,2,0,1
48040,2,2,2,0,1
48041,2,2,2,0,0
48042,1,1,2,2,0
48043,2,2,2,0,0
48044,2,2,2,0,0
48045,1,2,2,1,0
48046,2,2,2,0,0
48047,0,0,0,3,1
48048,0,0,2,2,0
48049,1,2,2,1,0
48050,0,2,2,1,1
48051,0,2,2,1,1
48052,0,1,1,3,0
48053,1,2,2,1,0
48054,0,0,0,3,1
48055,0,2,2,1,1
48056,1,2,2,1,0
48057,1,1,0,3,0
48058,0,0,2,2,0
48059,1,1,2,2,0
48060,0,1,0,3,0
48061,1,1,1,3,0
48062,1,0,0,3,1
48063,2,2,2,0,0
48064,0,1,2,2,0
48065,0,2,2,1,1
48066,0,0,2,2,1
48067,0,0,2,2,1
48068,0,2,2,1,1
48069,0,1,2,2,0
48070,0,0,2,2,0
48071,2,2,2,0,1
48072,0,2,2,1,1
48073,1,0,2,2,1
48074,0,0,2,2,1
48075,0,2,2,1,1
48076,0,1,2,2,1
48077,1,1,2,2,0
48078,1,1,2,2,0
48079,0,1,0,3,0
48080,0,0,2,2,1
48081,0,2,2,1,1
48082,0,2,2,1,0
48083,0,2,2,1,1
48084,0,0,2,2,1
48085,0,0,0,3,1
48086,0,2,2,1,0
48087,2,2,2,0,0
48088,2,2,2,0,1
48089,1,1,2,2,0
48090,0,0,1,3,1
48091,1,0,2,2,0
48092,0,2,2,1,1
48093,2,2,2,0,1
48094,1,1,1,3,0
48095,0,0,2,2,0
48096,0,0,2,2,1
48097,0,0,0,3,1
48098,1,2,2,1,0
48099,0,1,1,3,0
48100,2,2,2,0,0
48101,0,1,2,2,1
48102,1,2,2,1,0
48103,0,1,2,2,1
48104,2,2,2,0,1
48105,0,2,2,1,1
48106,2,2,2,0,0
48107,0,1,1,3,0
48108,0,1,0,3,1
48109,1,0,0,3,0
48110,0,0,1,3,1
48111,2,2,2,0,1
48112,0,0,2,2,1
48113,0,2,2,1,1
48114,0,2,2,1,0
48115,1,1,2,2,1
48116,1,2,2,1,1
48117,0,0,2,2,1
48118,2,2,2,0,0
48119,0,1,0,3,0
48120,0,0,2,2,1
48121,1,2,2,1,0
48122,2,2,2,0,1
48123,1,2,2,1,0
48124,0,1,2,2,0
48125,2,2,2,0,1
48126,1,2,2,1,0
48127,2,2,2,0,1
48128,0,2,2,1,0
48129,0,2,2,1,0
48130,0,2,2,1,1
48131,0,2,2,1,0
48132,0,2,2,1,1
48133,2,2,2,0,0
48134,1,1,1,3,0
48135,1,2,2,1,0
48136,1,0,2,2,1
48137,0,2,2,1,1
48138,0,0,2,2,0
48139,2,2,2,0,0
48140,2,2,2,0,1
48141,1,2,2,1,1
48142,1,0,1,3,1
48143,1,2,2,1,0
48144,1,0,1,3,0
48145,2,2,2,0,1
48146,1,2,2,1,1
48147,0,1,2,2,0
48148,0,2,2,1,1
48149,2,2,2,0,1
48150,0,1,2,2,0
48151,0,0,2,2,1
48152,0,2,2,1,0
48153,2,2,2,0,1
48154,2,2,2,0,1
48155,0,1,2,2,0
48156,0,1,1,3,1
48157,1,2,2,1,0
48158,1,0,2,2,1
48159,2,2,2,0,0
48160,1,2,2,1,1
48161,0,1,2,2,1
48162,0,0,0,3,1
48163,1,0,0,3,1
48164,0,1,2,2,1
48165,1,0,2,2,0
48166,0,0,2,2,1
48167,1,0,2,2,1
48168,2,2,2,0,1
48169,1,1,2,2,0
48170,2,2,2,0,1
48171,1,1,2,2,0
48172,2,2,2,0,0
48173,0,2,2,1,0
48174,1,0,1,3,0
48175,2,2,2,0,1
48176,0,1,0,3,1
48177,2,2,2,0,0
48178,2,2,2,0,0
48179,0,2,2,1,1
48180,0,2,2,1,1
48181,1,0,2,2,1
48182,2,2,2,0,1
48183,2,2,2,0,0
48184,0,0,0,3,1
48185,2,2,2,0,0
48186,1,0,2,2,1
48187,1,2,2,1,0
48188,2,2,2,0,0
48189,1,2,2,1,0
48190,1,0,2,2,0
48191,0,2,2,1,1
48192,1,2,2,1,0
48193,0,0,0,3,1
48194,1,0,2,2,0
48195,1,2,2,1,0
48196,2,2,2,0,1
48197,0,1,2,2,1
48198,2,2,2,0,1
48199,1,0,1,3,1
48200,0,0,2,2,1
48201,1,2,2,1,0
48202,0,0,2,2,0
48203,2,2,2,0,1
48204,1,1,0,3,0
48205,1,1,1,3,0
48206,1,2,2,1,0
48207,0,0,1,3,1
48208,1,2,2,1,0
48209,0,1,2,2,1
48210,0,2,2,1,0
48211,1,0,2,2,0
48212,1,2,2,1,0
48213,0,2,2,1,0
48214,2,2,2,0,1
48215,1,1,1,3,0
48216,2,2,2,0,1
48217,1,0,2,2,0
48218,0,1,2,2,0
48219,1,2,2,1,1
48220,2,2,2,0,1
48221,2,2,2,0,0
48222,1,1,0,3,1
48223,1,2,2,1,0
48224,1,2,2,1,0
48225,0,2,2,1,1
48226,2,2,2,0,0
48227,1,2,2,1,0
48228,0,2,2,1,1
48229,2,2,2,0,0
48230,1,2,2,1,0
48231,0,1,2,2,0
48232,1,2,2,1,1
48233,0,2,2,1,0
48234,2,2,2,0,0
48235,1,1,2,2,0
48236,0,2,2,1,0
48237,2,2,2,0,0
48238,0,2,2,1,0
48239,0,1,0,3,0
48240,1,2,2,1,0
48241,1,2,2,1,1
48242,0,0,1,3,1
48243,1,0,0,3,0
48244,0,2,2,1,0
48245,2,2,2,0,0
48246,0,1,2,2,1
48247,2,2,2,0,0
48248,0,2,2,1,0
48249,0,2,2,1,1
48250,0,0,2,2,1
48251,1,0,1,3,1
48252,1,0,2,2,0
48253,1,2,2,1,1
48254,2,2,2,0,0
48255,2,2,2,0,1
48256,0,0,2,2,1
48257,0,0,2,2,0
48258,0,0,2,2,1
48259,1,0,2,2,1
48260,0,2,2,1,1
48261,2,2,2,0,0
48262,2,2,2,0,1
48263,1,0,1,3,0
48264,2,2,2,0,0
48265,1,2,2,1,1
48266,0,1,0,3,1
48267,2,2,2,0,0
48268,1,2,2,1,0
48269,1,2,2,1,0
48270,1,0,1,3,1
48271,1,0,1,3,0
48272,0,0,1,3,1
48273,1,1,2,2,0
48274,0,0,0,3,1
48275,1,0,0,3,0
48276,2,2,2,0,1
48277,0,0,0,3,1
48278,0,0,1,3,1
48279,1,2,2,1,0
48280,1,2,2,1,1
48281,1,2,2,1,1
48282,2,2,2,0,1
48283,1,2,2,1,0
48284,2,2,2,0,1
48285,0,0,0,3,1
48286,0,0,2,2,1
48287,0,1,1,3,0
48288,2,2,2,0,1
48289,0,2,2,1,0
48290,1,2,2,1,1
48291,0,0,0,3,1
48292,0,0,2,2,1
48293,1,1,2,2,0
48294,0,2,2,1,0
48295,2,2,2,0,1
48296,1,1,2,2,0
48297,0,1,2,2,0
48298,1,2,2,1,0
48299,0,2,2,1,1
48300,1,1,2,2,0
48301,2,2,2,0,0
48302,1,1,2,2,1
48303,0,1,2,2,0
48304,2,2,2,0,0
48305,0,0,2,2,1
48306,0,2,2,1,0
48307,1,0,1,3,0
48308,1,2,2,1,1
48309,1,2,2,1,0
48310,0,1,0,3,1
48311,0,0,2,2,1
48312,2,2,2,0,1
48313,1,2,2,1,0
48314,1,2,2,1,1
48315,0,1,1,3,1
48316,1,2,2,1,0
48317,1,1,0,3,0
48318,0,1,0,3,0
48319,0,2,2,1,1
48320,0,1,1,3,1
48321,2,2,2,0,1
48322,0,1,2,2,0
48323,1,2,2,1,1
48324,0,1,0,3,1
48325,0,1,0,3,1
48326,2,2,2,0,1
48327,0,2,2,1,1
48328,1,0,1,3,0
48329,1,2,2,1,1
48330,1,1,2,2,0
48331,1,0,2,2,0
48332,0,1,0,3,1
48333,0,0,2,2,1
48334,2,2,2,0,0
48335,0,2,2,1,1
48336,0,0,0,3,1
48337,0,0,2,2,0
48338,1,1,2,2,0
48339,2,2,2,0,0
48340,0,1,2,2,1
48341,2,2,2,0,0
48342,0,1,1,3,0
48343,1,1,2,2,0
48344,0,0,0,3,1
48345,2,2,2,0,0
48346,1,2,2,1,0
48347,1,1,2,2,0
48348,0,0,2,2,1
48349,1,0,0,3,1
48350,1,2,2,1,0
48351,2,2,2,0,1
48352,0,0,2,2,0
48353,0,1,2,2,0
48354,1,2,2,1,1
48355,2,2,2,0,0
48356,0,1,2,2,1
48357,0,2,2,1,1
48358,1,2,2,1,0
48359,0,2,2,1,1
48360,1,2,2,1,0
48361,1,2,2,1,0
48362,2,2,2,0,0
48363,1,2,2,1,0
48364,1,0,1,3,1
48365,1,1,2,2,1
48366,0,0,1,3,0
48367,2,2,2,0,0
48368,1,1,2,2,1
48369,1,1,2,2,0
48370,2,2,2,0,0
48371,1,0,0,3,0
48372,1,2,2,1,0
48373,2,2,2,0,0
48374,0,2,2,1,1
48375,2,2,2,0,0
48376,2,2,2,0,0
48377,0,1,1,3,0
48378,2,2,2,0,0
48379,0,0,2,2,0
48380,0,0,1,3,1
48381,2,2,2,0,1
48382,2,2,2,0,1
48383,1,1,2,2,1
48384,1,0,2,2,1
48385,0,2,2,1,1
48386,0,1,2,2,0
48387,2,2,2,0,1
48388,2,2,2,0,1
48389,1,2,2,1,1
48390,1,2,2,1,0
48391,1,2,2,1,0
48392,1,2,2,1,1
48393,1,0,0,3,0
48394,1,2,2,1,0
48395,0,0,2,2,1
48396,0,1,2,2,0
48397,1,1,1,3,0
48398,1,0,0,3,0
48399,0,1,2,2,1
48400,0,1,2,2,1
48401,2,2,2,0,0
48402,0,1,2,2,1
48403,2,2,2,0,0
48404,1,1,2,2,1
48405,1,2,2,1,1
48406,1,0,2,2,1
48407,1,1,2,2,0
48408,0,0,2,2,1
48409,1,0,0,3,1
48410,1,2,2,1,0
48411,2,2,2,0,1
48412,0,1,2,2,0
48413,2,2,2,0,1
48414,1,2,2,1,0
48415,0,2,2,1,0
48416,1,1,2,2,0
48417,0,1,2,2,1
48418,2,2,2,0,1
48419,1,2,2,1,1
48420,2,2,2,0,0
48421,2,2,2,0,0
48422,0,1,0,3,1
48423,2,2,2,0,0
48424,2,2,2,0,1
48425,2,2,2,0,1
48426,1,1,2,2,1
48427,1,0,1,3,0
48428,0,2,2,1,1
48429,0,1,1,3,0
48430,0,0,2,2,1
48431,2,2,2,0,0
48432,2,2,2,0,0
48433,2,2,2,0,0
48434,0,2,2,1,1
48435,1,1,1,3,0
48436,1,2,2,1,0
48437,0,1,0,3,0
48438,0,2,2,1,0
48439,2,2,2,0,1
48440,1,1,1,3,0
48441,2,2,2,0,1
48442,0,1,2,2,0
48443,1,2,2,1,0
48444,2,2,2,0,0
48445,0,1,1,3,1
48446,2,2,2,0,0
48447,0,2,2,1,1
48448,1,2,2,1,1
48449,0,0,1,3,0
48450,0,0,2,2,1
48451,1,1,1,3,0
48452,2,2,2,0,0
48453,1,1,0,3,0
48454,2,2,2,0,0
48455,2,2,2,0,1
48456,2,2,2,0,0
48457,1,1,2,2,0
48458,1,1,2,2,1
48459,0,0,0,3,1
48460,0,0,0,3,1
48461,2,2,2,0,1
48462,2,2,2,0,0
48463,2,2,2,0,0
48464,1,2,2,1,0
48465,2,2,2,0,1
48466,1,1,2,2,0
48467,1,2,2,1,0
48468,1,1,1,3,0
48469,1,1,0,3,1
48470,0,2,2,1,0
48471,1,1,2,2,0
48472,0,2,2,1,1
48473,0,2,2,1,0
48474,1,0,0,3,0
48475,0,0,2,2,1
48476,2,2,2,0,1
48477,0,2,2,1,0
48478,1,1,2,2,0
48479,2,2,2,0,1
48480,0,0,2,2,1
48481,2,2,2,0,1
48482,1,1,1,3,0
48483,1,1,2,2,0
48484,2,2,2,0,0
48485,1,1,2,2,1
48486,2,2,2,0,0
48487,1,2,2,1,1
48488,2,2,2,0,0
48489,2,2,2,0,1
48490,1,0,2,2,1
48491,1,1,2,2,0
48492,1,1,1,3,0
48493,1,2,2,1,0
48494,0,2,2,1,0
